,Quote,Genre,Category
73,"“It is not time or opportunity that is to determine intimacy;—it is disposition alone. Seven years would be insufficient to make some people acquainted with each other, and seven days are more than enough for others.”","disposition,intimacy,marianne-dashwood,openness,opportunity,self-disclosure,time",Time
74,"“It's worth making time to find the things that really stir your soul. That’s what makes you really feel alive. You have to say ‘no’ to other things you’re used to, and do it with all your heart.”","awareness,heart,inspiration,inspirational,inspirational-quotes,inspire,inspiring,life,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,soul,soul-and-heart,stir-your-soul,time",Time
75,"“There will be time, there will be timeTo prepare a face to meet the faces that you meet.”","illusion,life,time",Time
76,"“It starts so young, and I'm angry about that. The garbage we're taught. About love, about what's ""romantic."" Look at so many of the so-called romantic figures in books and movies. Do we ever stop and think how many of them would cause serious and drastic unhappiness after The End? Why are sick and dangerous personality types so often shown a passionate and tragic and something to be longed for when those are the very ones you should run for your life from? Think about it. Heathcliff. Romeo. Don Juan. Jay Gatsby. Rochester. Mr. Darcy. From the rigid control freak in The Sound of Music to all the bad boys some woman goes running to the airport to catch in the last minute of every romantic comedy. She should let him leave. Your time is so valuable, and look at these guys--depressive and moody and violent and immature and self-centered. And what about the big daddy of them all, Prince Charming? What was his secret life? We dont know anything about him, other then he looks good and comes to the rescue.”","books,garbage,heathcliff,jay-gatsby,love,men,movies,mr-darcy,prince-charming,rochester,romantic,romeo,time,waste",Time
77,“Time spent with a cat is never wasted.”,"cats,company,time,waste",Time
78,“Don’t worry if people think you’re crazy. You are crazy. You have that kind of intoxicating insanity that lets other people dream outside of the lines and become who they’re destined to be.”,"anxiety,art,beach,born-ready,cape-cod,coming-of-age,constellations,crazy,depression,destiny,fate,friends,girls,growing,growing-up,hope,insanity,inspiration,jennifer-elisabeth,learning,life,love,lovers,ocean,pray,prayer,red-thread,red-thread-of-destiny,red-thread-of-fate,self-acceptance,self-love,self-reflection,soul,soul-mates,stars,teenagers,teens,time,universe,wish",Time
79,“Never waste a minute thinking about people you don't like.”,"dislike,hatred,time,waste",Time
80,"“The Moving Finger writes; and, having writ,Moves on: nor all thy Piety nor WitShall lure it back to cancel half a Line,Nor all thy Tears wash out a Word of it.”","indelibility,poetry,regret,time",Time
81,"“Odysseus inclines his head. ""True. But fame is a strange thing. Some men gain glory after they die, while others fade. What is admired in one generation is abhorred in another."" He spread his broad hands. ""We cannot say who will survive the holocaust of memory. Who knows?"" He smiles. ""Perhaps one day even I will be famous. Perhaps more famous than you.”","fame,glory,heroes,memory,mythology,time",Time
82,“There is no time for cut-and-dried monotony. There is time for work. And time for love. That leaves no other time.”,"art,creativity,life,love,monotony,passion,time,variety,work",Time
83,“Only time can heal your broken heart. Just as only time can heal his broken arms and legs.”,"boys,broken-hearts,healing,love,time",Time
84,"“Time is an equal opportunity employer. Each human being has exactly the same number of hours and minutes every day. Rich people can't buy more hours. Scientists can't invent new minutes. And you can't save time to spend it on another day. Even so, time is amazingly fair and forgiving. No matter how much time you've wasted in the past, you still have an entire tomorrow.”","motivational,procrastination,time",Time
85,"“The future starts today, not tomorrow.”","carpe-diem,future,present,time",Time
86,"“Rest is not idleness, and to lie sometimes on the grass under trees on a summer's day, listening to the murmur of the water, or watching the clouds float across the sky, is by no means a waste of time.”","beauty,clouds,grass,idleness,inspirational,nature,rest,science,sky,summer,time,trees,water",Time
87,"“The time will come when diligent research over long periods will bring to light things which now lie hidden. A single lifetime, even though entirely devoted to the sky, would not be enough for the investigation of so vast a subject... And so this knowledge will be unfolded only through long successive ages. There will come a time when our descendants will be amazed that we did not know things that are so plain to them... Many discoveries are reserved for ages still to come, when memory of us will have been effaced.”","astronomy,diligence,discoveries,disinformation,knowledge,lies,memory,misinformation,propoganda,research,science,time,truth",Time
88,“Enjoy life. There's plenty of time to be dead.”,"carpe-diem,death,enjoy-life,life,misattributed,time",Time
89,“Clocks slay time... time is dead as long as it is being clicked off by little wheels; only when the clock stops does time come to life.”,"life,time,wasting-time",Time
90,"“Eventually, all things merge into one, and a river runs through it. The river was cut by the world's great flood and runs over rocks from the basement of time. On some of the rocks are timeless raindrops. Under the rocks are the words, and some of the words are theirs. I am haunted by waters.”","flood,river,time,water,words",Time
91,"“I have realized that the past and future are real illusions, that they exist in the present, which is what there is and all there is.”","future,illusion,past,present,time",Time
92,"“Life is a funny thing. We only get so many years to live it, so we have to do everything we can to make sure those years are as full as they can be. We shouldn't waste time on things that might happen someday, or maybe even never.”","inspirational,life,time",Time
93,"“Fantasy, if it's really convincing, can't become dated, for the simple reason that it represents a flight into a dimension that lies beyond the reach of time.”","fantasy,time",Time
94,“It is not that we have so little time but that we lose so much. ... The life we receive is not short but we make it so; we are not ill provided but use what we have wastefully.”,"employment,life,purpose-of-life,time,usefulness,waste",Time
95,“It is looking at things for a long time that ripens you and gives you a deeper meaning.”,time,Time
96,“Life is short. Focus on what really matters most. You have to change your priorities over time.”,"inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quote,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-philosophy,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,time",Time
97,"“I give you this to take with you:Nothing remains as it was. If you know this, you canbegin again, with pure joy in the uprooting.”","change,leaving,moving,poetry,rebirth,time",Time
98,"“We are living in a culture entirely hypnotized by the illusion of time, in which the so-called present moment is felt as nothing but an infintesimal hairline between an all-powerfully causative past and an absorbingly important future. We have no present. Our consciousness is almost completely preoccupied with memory and expectation. We do not realize that there never was, is, nor will be any other experience than present experience. We are therefore out of touch with reality. We confuse the world as talked about, described, and measured with the world which actually is. We are sick with a fascination for the useful tools of names and numbers, of symbols, signs, conceptions and ideas.”","expectation,memory,names,now,present,time",Time
99,“Punctuality is the thief of time”,"hedonism,time",Time
100,"“The Universe is very, very big.It also loves a paradox. For example, it has some extremely strict rules.Rule number one: Nothing lasts forever.Not you or your family or your house or your planet or the sun. It is an absolute rule. Therefore when someone says that their love will never die, it means that their love is not real, for everything that is real dies. Rule number two: Everything lasts forever.”","eternity,forever,infinity,love,paradox,time,universe",Time
101,"“I always felt like I was meant to have been born in another era, another time.”","born,era,interview,magazine-interview,quote,time,vanity-fair",Time
102,"“You will never find time for anything. If you want time, you must make it.”",time,Time
103,“You need to make time for your family no matter what happens in your life”,"family,life-and-living,priorities,time",Time
104,"“The chief beauty about timeis that you cannot waste it in advance.The next year, the next day, the next hour are lying ready for you,as perfect, as unspoiled,as if you had never wasted or misapplieda single moment in all your life.You can turn over a new leaf every hourif you choose.”","faith,hope,new-beginnings,new-day,time",Time
105,"“With endless time, nothing is special. With no loss or sacrifice, we can’t appreciate what we have”",time,Time
106,“Time's the thief of memory”,"jake-chambers,memory,roland-deschain,time",Time
107,“The wisest are the most annoyed at the loss of time.”,"aging,impatience,time,wisdom",Time
108,"“There's no advantage to hurrying through life."" -Shikamaru Nara”","life,naruto,pace,patience,shikamaru-nara,time",Time
109,"“Inelegantly, and without my consent, time passed.”",time,Time
110,"“Five minutes are enough to dream a whole life, that is how relative time is.”","dreams,love,poetry,time",Time
111,"“Determine never to be idle. No person will have occasion to complain of the want of time, who never loses any. It is wonderful how much may be done, if we are always doing.”","enterprise,hard-work,inspirational,time",Time
112,“Everything takes time. Bees have to move very fast to stay still.”,"bees,impermanence,insight,mujō,philosophy,stillness,time,無常",Time
113,"“But the you who you are tonight is the same you I was in love with yesterday, the same you I’ll be in love with tomorrow.”","in-love,love,time",Time
114,"“I'm afraid of time... I mean, I'm afraid of not having enough time. Not enough time to understand people, how they really are, or to be understood myself. I'm afraid of the quick judgements or mistakes everybody makes. You can't fix them without time. I'm afraid of seeing snapshots, not movies.”","life,time",Time
115,"“But if you come at just any time, I shall never know at what hour my heart is to be ready to greet you.”","antoine-de-saint-exupery,heart,the-little-prince,time",Time
116,“Time will explain.”,time,Time
117,"“Have you also learned that secret from the river; that there is no such thing as time?"" That the river is everywhere at the same time, at the source and at the mouth, at the waterfall, at the ferry, at the current, in the ocean and in the mountains, everywhere and that the present only exists for it, not the shadow of the past nor the shadow of the future.”","river,time,water",Time
118,“I want to be the best version of myself for anyone who is going to someday walk into my life and need someone to love them beyond reason.”,"anxiety,art,beach,born-ready,cape-cod,coming-of-age,constellations,depression,destiny,fate,friends,girls,growing,growing-up,healing,hope,inspiration,jennifer-elisabeth,learning,life,love,lovers,ocean,pray,prayer,red-thread,red-thread-of-destiny,red-thread-of-fate,self-acceptance,self-love,self-reflection,soul,soul-mates,stars,teenagers,teens,time,universe,wish",Time
119,"“I confess I do not believe in time. I like to fold my magic carpet, after use, in such a way as to superimpose one part of the pattern upon another. Let visitors trip. And the highest enjoyment of timelessness","magic-carpet,time",Time
120,"“…the sad part is, that I will probably end up loving you without you for much longer than I loved you when I knew you.Some people might find that strange.But the truth of it is that the amount of love you feel for someone and the impact they have on you as a person, is in no way relative to the amount of time you have known them.”","always-yours,beautiful,beautiful-quote,break-up-quote,break-ups,breakup,breakup-quote,breakup-quotes,broken-heart,deep-love,deep-love-quotes,deep-thoughts,feelings,feelings-and-emotions,feelings-of-love,grief,grief-and-loss,grief-quotes,grieving,heartbreak,heartbreak-quotes,heartbroken,heartbroken-quotes,i-miss-you,loss,loss-of-love,loss-quote,loss-quotes,lost,lost-love,lost-love-quotes,love,love-quotations,love-quote,love-quotes,love-quotes-and-sayings,memories,memories-quotes,memory,memory-quote,missing-someone,missing-you-quotes,quote,quotes,ranata-suzuki,ranata-suzuki-quote,reminders,reminisce,reminiscence,reminiscing,sad,sad-quote,sad-quotes,sadness,secret-love,the-one-that-got-away,the-only-one,the-past,time,time-passing,time-quote,time-quotes,unrequited,unrequited-love,without-you",Time
121,"“The past is a ghost, the future a dream and all we ever have is now.”","dream,future,ghost,past,present,time",Time
122,"“Time is precious, but truth is more precious than time.”","precious,time,truth",Time
123,“the tired sunsets and the tired people - it takes a lifetime to die and no time at all.”,"die,lifetime,people,sunsets,time,tired",Time
124,"“Time that withers you will wither me. We will fall like ripe fruit and roll down the grass together. Dear friend, let me lie beside you watching the clouds until the earth covers us and we are gone.”","death,friendship,time",Time
125,“The best things are never arrived at in haste. God is in no hurry; His plans are never rushed.”,"god,plans,time",Time
126,“I'd like to get away from earth awhileAnd then come back to it and begin over.May no fate wilfully misunderstand meAnd half grant what I wish and snatch me awayNot to return. Earth's the right place for love:I don't know where it's likely to go better.”,"brevity,love,nature,time,youth",Time
127,"“This life therefore is not righteousness, but growth in righteousness, not health, but healing, not being but becoming, not rest but exercise. We are not yet what we shall be, but we are growing toward it, the process is not yet finished, but it is going on, this is not the end, but it is the road. All does not yet gleam in glory, but all is being purified.”","age,goodness,growth,righteousness,time",Time
128,“Eternity is in love with the productions of time.”,"love,time",Time
129,"“Time is a gift, given to you, given to give you the time you need, the time you need to have the time of your life. ”",time,Time
130,"“Time is not the great teacher. Experience is. A man may live a whole life, but if he never leaves his home to experience that life, he dies knowing nothing. A mere child who has suffered and lived can be the wiser of the two.”","experience,suffering,time,wisdom",Time
131,"“Time moves slowly, but passes quickly.”",time,Time
132,"“Thirty years ago my older brother, who was ten years old at the time, was trying to get a report written on birds that he'd had three months to write, which was due the next day. We were out at our family cabin in Bolinas, and he was at the kitchen table close to tears, surrounded by binder paper and pencils and unopened books about birds, immobilized by the hugeness of the task ahead. Then my father sat down beside him put his arm around my brother's shoulder, and said, ""Bird by bird, buddy. Just take it bird by bird.”","bird-by-bird,breaking-down-assignment,childhood,encouragement,homework,project,project-management,school,time,time-management,writing,writing-advice",Time
133,"“When you are measuring life, you are not living it.”","life,living,time",Time
134,"“August rain: the best of the summer gone, and the new fall not yet born. The odd uneven time.”","august,autumn,fall,nature,seasons,summer,time",Time
135,"“An infinity of passion can be contained in one minute, like a crowd in a small space.”","infinity,passion,time",Time
136,"“L'éternité, c'est long ... surtout vers la fin.”","eternity,life,time",Time
137,"“The writer's curse is that even in solitude, no matter its duration, he never grows lonely or bored.”","alone,art,author,blessed,boredom,company,contemplate,contentment,creativity,curse,good-company,growth,hard-work,imagination,independent,loneliness,perseverance,reflection,self-sufficient,solitude,time,writer",Time
138,“It's such a shame to waste time. We always think we have so much of it.”,"life,time,waste",Time
139,"“Time and I have quarrelled. All hours are midnight now. I had a clock and a watch, but I destroyed them both. I could not bear the way they mocked me.”","insanity,madness,time",Time
140,"“The role played by time at the beginning of the universe is, I believe, the final key to removing the need for a Grand Designer, and revealing how the universe created itself. … Time itself must come to a stop. You can’t get to a time before the big bang, because there was no time before the big bang. We have finally found something that does not have a cause because there was no time for a cause to exist in. For me this means there is no possibility of a creator because there is no time for a creator to have existed. Since time itself began at the moment of the Big Bang, it was an event that could not have been caused or created by anyone or anything. … So when people ask me if a god created the universe, I tell them the question itself makes no sense. Time didn’t exist before the Big Bang, so there is no time for God to make the universe in. It’s like asking for directions to the edge of the Earth. The Earth is a sphere. It does not have an edge, so looking for it is a futile exercise.”","beginning,big-bang,caucasian,cause,cosmology,origin,philosophy,physics,science,space,time,universe",Time
141,"“Time goes faster the more hollow it is. Lives with no meaning go straight past you, like trains that don’t stop at your station.”","time,trains",Time
142,"“But I was youngand didn’t know betterand someone should have told me to capture every secondevery kiss & every nightBecause now I’m sitting here alone and it’s getting really hard to breath because tears are growing in my throat and they want to break out, but there are peoplewatchingand I just want to be somewhere silentsomewhere stillBut still I don’t want to be alone because I’m scared and lonelyand I don’t understandBecause I was alone my whole lifeMy whole lifeI was so damn lonely and I was content with thatbecause I liked myself and my own company and I didn’t need anyoneI thoughtBut then there was you .. ...So, someone should have told me that love is for those few brave who can handle the unbearable emptiness,the unbearable guilt and lack of oneself,Because I lost myself to someone I loveand I might get myself back one daybut it will take time, it will take time.This is gonna take some time.I wish someone would have told me this.Someone should have told me this.”","alone,charlotte-eriksson,empty-roads-broken-bottles,heartbreak,in-search-for-the-great-perhaps,kiss,love,love-story,moving-on,poetry,prose,sad,the-glass-child,the-great-perhaps,time,young-love,youth",Time
143,“Everything changed the day she figured out there was exactly enough time for the important things in her life.”,"inspirational,time",Time
144,“A man is the sum of his misfortunes. One day you'd think misfortune would get tired but then time is your misfortune”,"misfortune,time",Time
145,"“Where your attention goes, your time goes”","attention,focus,focusing,productivity,productivity-quotes,productivity-tips,time,time-management",Time
146,“Realize deeply that the present moment is all you will ever have.”,"inspirational,life,time",Time
147,"“We’re running out of time, he said.As if time were the kind of thing you could run out of, as if it were measured into bowls that were handed to us at birth and if we ate too much or too fast or right before jumping into the water then our time would be lost, wasted, already spent.But time is beyond our finite comprehension. It’s endless, it exists outside of us; we cannot run out of it or lose track of it or find a way to hold on to it. Time goes on even when we do not.”","endless,life,time",Time
148,“The main problem with this great obsession for saving time is very simple: you can't save time. You can only spend it. But you can spend it wisely or foolishly.”,time,Time
149,“Time heals all wounds. But not this one. Not yet.”,"healing,scars,time,wounds",Time
150,"“Do not wait: the time will never be 'just right'. Start where you stand, and work whatever tools you may have at your command and better tools will be found as you go along.”","action,inspirational,time",Time
151,“The best use of life is love. The best expression of love is time. The best time to love is now.”,"life,love,sacrifice,the-purpose-driven-life,time",Time
152,“Real museums are places where Time is transformed into Space.”,"collecting,love,museum,nostalgia,space,time",Time
153,"“I wanted to go on sitting there, not talking, not listening to the others, keeping the moment precious for all time, because we were peaceful all of us, we were content and drowsy even as the bee who droned above our heads. In a little while it would be different, there would come tomorrow, and the next day and another year. And we would be changed perhaps, never sitting quite like this again. Some of us would go away, or suffer, or die, the future stretched away in front of us, unknown, unseen, not perhaps what we wanted, not what we planned. This moment was safe though, this could not be touched. Here we sat together, Maxim and I, hand-in-hand, and the past and the future mattered not at all. This was secure, this funny little fragment of time he would never remember, never think about again…For them it was just after lunch, quarter-past-three on a haphazard afternoon, like any hour, like any day. They did not want to hold it close, imprisoned and secure, as I did. They were not afraid.”",time,Time
154,"“Months are different in college, especially freshman year. Too much happens. Every freshman month equals six regular months—they're like dog months.”","college,time",Time
155,“Time management is about life management.”,"life-and-living,life-lessons,life-management,lifestyle,productivity,productivity-tips,time,time-management,time-slipping",Time
156,"“Time is too slow for those who wait, too swift for those who fear, too long for those who grieve, too short for those who rejoice, but for those who love, time is eternity.”","love,time",Time
157,“Anyone who isn't embarrassed of who they were last year probably isn't learning enough.”,"change,embarrassment,learning,life,time",Time
158,"“Time has no meaning,Love will endure..”","love,patience,time",Time
159,"“If you imagine the 4,500-bilion-odd years of Earth's history compressed into a normal earthly day, then life begins very early, about 4 A.M., with the rise of the first simple, single-celled organisms, but then advances no further for the next sixteen hours. Not until almost 8:30 in the evening, with the day five-sixths over, has Earth anything to show the universe but a restless skin of microbes. Then, finally, the first sea plants appear, followed twenty minutes later by the first jellyfish and the enigmatic Ediacaran fauna first seen by Reginald Sprigg in Australia. At 9:04 P.M. trilobites swim onto the scene, followed more or less immediately by the shapely creatures of the Burgess Shale. Just before 10 P.M. plants begin to pop up on the land. Soon after, with less than two hours left in the day, the first land creatures follow. Thanks to ten minutes or so of balmy weather, by 10:24 the Earth is covered in the great carboniferous forests whose residues give us all our coal, and the first winged insects are evident. Dinosaurs plod onto the scene just before 11 P.M. and hold sway for about three-quarters of an hour. At twenty-one minutes to midnight they vanish and the age of mammals begins. Humans emerge one minute and seventeen seconds before midnight. The whole of our recorded history, on this scale, would be no more than a few seconds, a single human lifetime barely an instant. Throughout this greatly speeded-up day continents slide about and bang together at a clip that seems positively reckless. Mountains rise and melt away, ocean basins come and go, ice sheets advance and withdraw. And throughout the whole, about three times every minute, somewhere on the planet there is a flash-bulb pop of light marking the impact of a Manson-sized meteor or one even larger. It's a wonder that anything at all can survive in such a pummeled and unsettled environment. In fact, not many things do for long.”","history,science,time",Time
160,"“Life has a way of going in circles. Ideally, it would be a straight path forward––we'd always know where we were going, we'd always be able to move on and leave everything else behind. There would be nothing but the present and the future. Instead, we always find ourselves where we started. When we try to move ahead, we end up taking a step back. We carry everything with us, the weight exhausting us until we want to collapse and give up. We forget things we try to remember. We remember things we'd rather forget. The most frightening thing about memory is that it leaves no choice. It has mastered an incomprehensible art of forgetting. It erases, it smudges, it fills in blank spaces with details that don't exist. But however we remember it––or choose to remember it––the past is the foundation that holds our lives in place. Without its support, we'd have nothing for guidance. We spend so much time focused on what lies ahead, when what has fallen behind is just as important. What defines us isn't where we're going, but where we've been. Although there are places and people we will never see again, and although we move on and let them go, they remain a part of who we are. There are things that will never change, things we will carry along with us always. But as we venture into the murky future, we must find our strength by learning to leave things behind.”","behind,forgetting,future,give-up,life,strength,time",Time
161,"“If you have the woman you love, what more do you need? Well, besides an alibi for the time of her husband’s murder. ”","alibi,crazy,desire,funny,humor,husband,insane,justification,justify,love,murder,necessity,need,relationships,time,want,wife,woman,women,word-junkies,yearn",Time
