,Quote,Genre,Category
103,"“Begin at the beginning,"" the King said, very gravely, ""and go on till you come to the end: then stop.”",humor,Humor
104,“Some people have lives; some people have music.”,"humor,life,music",Humor
105,"“Tell the truth, or someone will tell it for you.”","humor,life,memoir,truth",Humor
106,"“I’d said it before and meant it: Alive or undead, the love of my life was a badass.”","dimitri,humor,paranormal-romance,rose,urban-fantasy,vampire,young-adult-novels",Humor
107,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”","humor,philosophy",Humor
108,“I suppose I'll have to add the force of gravity to my list of enemies.”,humor,Humor
109,"“Mom says it's because she has PMS.Do you even know what that means?""I'm not a little kid anymore. It means pissed-at- men syndrome”",humor,Humor
110,“Only a true best friend can protect you from your immortal enemies.”,"friendship,humor,romance",Humor
111,"“If cats looked like frogs we'd realize what nasty, cruel little bastards they are. Style. That's what people remember.”","cats,humor,life",Humor
112,"“Investigation?"" Isabelle laughed. ""Now we're detectives? Maybe we should all have code names.""""Good idea,"" said Jace. ""I shall be Baron Hotschaft Von Hugenstein.”","humor,investigation,isabelle-lightwood,jace-wayland,joke",Humor
113,"“The Guide says there is an art to flying"", said Ford, ""or rather a knack. The knack lies in learning how to throw yourself at the ground and miss.”","flight,flying,hg2g,humor",Humor
114,"“What's this?"" he demanded, looking from Clary to his companions, as if they might know what she was doing there.""It's a girl,"" Jace said,recovering his composure. ""Surely you've seen girls before, Alec. Your sister Isabelle is one.”","humor,jace,love,mortal-instruments",Humor
115,"“If writers wrote as carelessly as some people talk, then adhasdh asdglaseuyt[bn[ pasdlgkhasdfasdf.”","humor,talking,writers",Humor
116,“Right now I’m having amnesia and déjà vu at the same time. I think I’ve forgotten this before.”,"amnesia,humor,memory",Humor
117,"“How do you feel, Georgie?"" whispered Mrs. Weasley.George's fingers groped for the side of his head.""Saintlike,"" he murmured.""What's wrong with him?"" croaked Fred, looking terrified. ""Is his mind affected?""""Saintlike,"" repeated George, opening his eyes and looking up at his brother. ""You see...I'm HOLEY, Fred, geddit?”","harry-potter,humor",Humor
118,"“What would men be without women? Scarce, sir...mighty scarce.”","humor,men,women",Humor
119,"“Basically, I have two speeds.... Hostile or smart-aleck. Your choice.”",humor,Humor
120,“Don't Panic.”,"h2g2,hitchhiker-s-guide,humor,panic",Humor
121,"“Just because you call an electric eel a rubber duck doesn't make it a rubber duck, does it? And God help the poor bastard who decides they want to take a bath with the duckie. (Jace Wayland)”","city-of-bones,humor,jace-wayland",Humor
122,"“Now, you two – this year, you behave yourselves. If I get one more owl telling me you've – you've blown up a toilet or –""""Blown up a toilet? We've never blown up a toilet.""""Great idea though, thanks, Mum.”","fred-weasley,george-weasley,humor,molly-weasley,toilet",Humor
123,“History will be kind to me for I intend to write it.”,"history,humor,writing",Humor
124,"“Mom. I have something to tell you. I’m undead. Now, I know you may have some preconceived notions about the undead. I know you may not be comfortable with the idea of me being undead. But I’m here to tell you that undead are just like you and me … well, okay. Possibly more like me than you.”","city-of-ashes,humor,mortal-instruments,simon,vampire",Humor
125,"“Holey? You have the the whole world of ear-related humor before you, you go for holey?”",humor,Humor
126,"“Out of the corner of her eye she thought she saw Jace shoot her a look of white rage - but when she glanced at him, he looked as he always did: easy, confident, slightly bored.""In future, Clarissa,"" he said, ""it might be wise to mention that you already have a man in your bed, to avoid such tedious situations.""""You invited him into bed?"" Simon demanded, looking shaken.""Ridiculous, isn't it?"" said Jace. ""We would never have all fit.""""I didn't invite him into bed,"" Clary snapped. ""We were just kissing.""""Just kissing?"" Jace's tone mocked her with its false hurt. ""How swiftly you dismiss our love.”","awkward,humor",Humor
127,"“Do you wish me a good morning, or mean that it is a good morning whether I want it or not; or that you feel good this morning; or that it is a morning to be good on?”","humor,semantics,suspicion",Humor
128,"“Finally, from so little sleeping and so much reading, his brain dried up and he went completely out of his mind.”","books,humor,reading",Humor
129,"“So be sure when you step, Step with care and great tact. And remember that life's A Great Balancing Act. And will you succeed? Yes! You will, indeed! (98 and ¾ percent guaranteed) Kid, you'll move mountains.”","humor,inspirational,success",Humor
130,“Do your thing and don't care if they like it.”,"bossypants,humor,self-love,tina-fey",Humor
131,“Fighting for peace is like screwing for virginity.”,"fighting,humor,misattributed-george-carlin,peace,sex",Humor
132,“It is a great thing to start life with a small number of really good books which are your very own.”,"books,humor",Humor
133,"“Isabelle drifted over, Jace a pace behind her. She was wearing a long black dress with boots and an even longer cutaway coat of soft green velvet, the color of moss. ""I can't believe you did it!"" she exclaimed. ""How did you get Magnus to let Jace leave?""""Traded him for Alec,"" Clary said.Isabelle looked mildly alarmed. ""Not permanently?""""No,"" said Jace. ""Just for a few hours. Unless I don't come back,"" he added thoughtfully. ""In which case, maybe he does get to keep Alec. Think of it as a lease with an option to buy.""Isabelle looked dubious. ""Mom and Dad won't be pleased if they find out.""""That you freed a possible criminal by trading away your brother to a warlock who looks like a gay Sonic the Hedgehog and dresses like the Child Catcher from Chitty Chitty Bang Bang?"" Simon inquired. ""No, probably not.”","alec-lightwood,clary-fray,humor,isabelle-lightwood,jace-wayland,simon-lewis",Humor
134,"“When I was a boy of 14, my father was so ignorant I could hardly stand to have the old man around. But when I got to be 21, I was astonished at how much the old man had learned in seven years.”","arrogance,humor,ignorance",Humor
135,“Time is a drug. Too much of it kills you.”,"humor,science",Humor
136,"“Oh well... I'd just been thinking, if you had died, you'd have been welcome to share my toilet.”","flirting,humor",Humor
137,“Say 'provoking' again. Your mouth looks provocative when you do.”,"fallen-anger,humor,nephlim,romance",Humor
138,“I love you like a fat kid loves cake!”,"food,humor,love",Humor
139,"“Yeah, Quirrell was a great teacher. There was just that minor drawback of him having Lord Voldemort sticking out of the back of his head!”",humor,Humor
140,"“Don't feel bad, I'm usually about to die.”","death,greek,humor,mythology,percy-jackson,sorry",Humor
141,“I'm sure the universe is full of intelligent life. It's just been too intelligent to come here.”,"extraterrestrials,humor,intelligent-life,life,science,universe",Humor
142,"“Welcome to the wonderful world of jealousy, he thought. For the price of admission, you get a splitting headache, a nearly irresistable urge to commit murder, and an inferiority complex. Yippee.”","humor,jealousy,love",Humor
143,"“If you ever find yourself in the wrong story, leave.”","fairy-tales,humor,humorous,philosophy,psychology",Humor
144,"“You here to finish me off, Sweetheart?”","humor,hunger-games,katniss,mellark,peeta,romance",Humor
145,"“The meek may inherit the earth, but at the moment it belongs to the conceited. Like me.”","city-of-bones,humor,jace-wayland,quotes",Humor
146,"“Have you ever noticed that anybody driving slower than you is an idiot, and anyone going faster than you is a maniac?”",humor,Humor
147,“Time is an illusion. Lunchtime doubly so.”,"humor,philosophy,science-fiction",Humor
148,"“Why were you lurking under our window?""""Yes - yes, good point, Petunia! What were you doing under our windows, boy?""""Listening to the news,"" said Harry in a resigned voice.His aunt and uncle exchanged looks of outrage.""Listening to the news! Again?""""Well, it changes every day, you see,"" said Harry.”","dursley,harry-potter,humor,news,sarcasm",Humor
149,"“Some people say, “Never let them see you cry.” I say, if you’re so mad you could just cry, then cry. It terrifies everyone.”",humor,Humor
150,“It is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.”,"double-standards,ethics,governments,humor,irony,killing,law,mankind,morality,murder,nationalism,nations,war",Humor
151,"“The real story of the Fleece: there were these two children of Zeus, Cadmus and Europa, okay? They were about to get offered up as human sacrifices, when they prayed to Zeus to save them. So Zeus sent this magical flying ram with golden wool, which picked them up in Greece and carried them all the way to Colchis in Asia Minor. Well, actually it carried Cadmus. Europa fell off and died along the way, but that's not important.""""It was probably important to her.”","annabeth-chase,gold,humor,percy-jackson",Humor
152,"“I'm not going to wear a red dress,"" she said.""It would look stunning, My Lady,"" she called.She spoke to the bubbles gathered on the surface of the water. ""If there's anyone I wish to stun at dinner, I'll hit him in the face.”",humor,Humor
153,"“Sometimes when I'm talking, my words can't keep up with my thoughts. I wonder why we think faster than we speak. Probably so we can think twice.”","calvin-and-hobbes,humor",Humor
154,"“From the moment I picked up your book until I put it down, I was convulsed with laughter. Some day I intend reading it.”","books,humor,reading",Humor
155,"“Of all the trees we could've hit, we had to get one that hits back.”","humor,trees",Humor
156,"“I'm tough, I'm ambitious, and I know exactly what I want. If that makes me a bitch, okay.”","feminism,humor,women",Humor
157,“The capacity for friendship is God's way of apologizing for our families.”,"family,friendship,humor",Humor
158,"“Even if you are on the right track, you’ll get run over if you just sit there.”","enterprise,humor,inertia,inspirational",Humor
159,"“Every now and then I like to do as I'm told, just to confuse people.”","humor,obedience",Humor
160,"“He was my mum and dad's best friend. He's a convicted murderer, but he's broken out of wizard prison and he's on the run. He likes to keep in touch with me, though...keep up with my news...check if I'm happy...”",humor,Humor
161,"“Beauty is only skin deep, but ugly goes clean to the bone.”","beauty,classic-insult,humor,ugly",Humor
162,“Would it save you a lot of time if I just gave up and went mad now?”,"british,humor,science-fiction,social-commentary,thumb,towel",Humor
163,"“What are all these?"" Clary asked.""Vials of holy water, blessed knives, steel and silver blades,"" Jace said, piling the weapons on the floor beside him, ""electrum wire - not much use at the moment but it's always good to have spares - silver bullets, charms of protetion, crucifixes, stars of David-""""Jesus,"" said Clary""I doubt he'd fit.""""Jace."" Clary was appalled.”","clary-fray,humor,irony,jace-wayland,jesus",Humor
164,“Today was good. Today was fun. Tomorrow is another one.”,"humor,rythmic,thoughtful",Humor
165,"“Yes, frosting. The final defense of the dying.”",humor,Humor
166,“The worst part of success is trying to find someone who is happy for you.”,"friendship,happiness,humor,inspirational,jealousy,success",Humor
167,“May the forces of evil become confused on the way to your house.”,"benediction,evil,goodwill,humor,inspirational,wishes",Humor
168,"“You possess other people's...bodies.""He accepted that statement with a nod.""Do you want to possess my body?""""I want to do a lot of things to your body, but that's not one of them.”","humor,nora,patch",Humor
169,"“So when the moon's only partly full, you only feel a little wolfy?"" ""You could say that.""""Well, you can go ahead and hang your head out the car window if you feel like it.""""I'm a werewolf, not a golden retriever.”",humor,Humor
170,“Most books on witchcraft will tell you that witches work naked. This is because most books on witchcraft were written by men.”,"humor,men,witchcraft,witches,women",Humor
171,"“In a way, it's nice to know that there are Greek gods out there, because you have somebody to blame when things go wrong. For instance, when you're walking away from a bus that's just been attacked by monster hags and blown up by lightning, and it's raining on top of everything else, most people might think that's just really bad luck; when you're a half-blood, you understand that some devine force is really trying to mess up your day.”","books,humor,olympians",Humor
172,“Wisdom comes from experience. Experience is often a result of lack of wisdom.”,"humor,life",Humor
173,"“I'm saying that I'm a moody, insecure, narrow-minded, jealous, borderline homicidal bitch, and I want you to promise me that you're okay with that, because it's who I am, and you're what I need.”","humor,love",Humor
174,"“Your friend's poetry is terrible,"" he said.Clary blinked, caught momentarily off guard. ""What?""""I said his poetry was terrible. It sounds like he ate a dictionary and started vomiting up words at random.”",humor,Humor
175,"“I'll just have them change the entry in the demonology textbook from 'almost extinct' to 'not extinct enough for Alec. He prefers his monsters really, really extinct.' Will that make you happy?”",humor,Humor
176,"“In the beginning there was nothing, which exploded.”","humor,metaphysics,physics,science",Humor
177,"“There is only one thing in the world worse than being talked about, and that is not being talked about.”",humor,Humor
178,"“Must you go? I was rather hoping you'd stay and be a ministering angel, but if you must go, you must.""""I'll stay,"" Will said a bit crossly, and threw himself down in the armchair Tessa had just vacated. ""I can minister angelically.""""None too convincingly. And you're not as pretty to look at as Tessa is,"" Jem said, closing his eyes as he leaned back against the pillow.""How rude. Many who have gazed upon me have compared the experience to gazing at the radiance of the sun.""Jem still had his eyes closed. ""If they mean it gives you a headache, they aren't wrong.”","friends,humor,radiance",Humor
179,“Beautiful face. Beautiful body. Horrible attitude. It was the holy trinity of hot boys.”,"boys,hot,humor",Humor
180,“Never underestimate the power of stupid people in large groups.”,"attributed-no-source,human-nature,humor,misattributed-george-carlin,stupidity",Humor
181,"“Confidence is ignorance. If you're feeling cocky, it's because there's something you don't know.”","confidence,humor,ignorance,knowledge",Humor
182,“What's the good of living if you don't try a few things?”,"cartoonist,humor,inspirational",Humor
183,"“Dreams like a podcast,Downloading truth in my ears.They tell me cool stuff.""""Apollo?"" I guess, because I figured nobody else could make a haiku that bad.He put his finger to his lips. ""I'm incognito. Call me Fred.""""A god named Fred?”","apollo,fred,haiku,humor,percy-jackson,poem",Humor
184,"“If you want to know what God thinks of money, just look at the people he gave it to.”","god,humor,money",Humor
185,"“DON'T THINK OF IT AS DYING, said Death. JUST THINK OF IT AS LEAVING EARLY TO AVOID THE RUSH.”","death,humor",Humor
186,"“From there to here, from here to there, funny things are everywhere!”",humor,Humor
187,"“Because you can't argue with all the fools in the world. It's easier to let them have their way, then trick them when they're not paying attention.”","common-sense,humor,smart",Humor
188,"“I thought I'd lie on the floor and writhe in pain for a while,"" he grunted, ""It relaxes me.""""It does? Oh - you're being sarcastic. That's a good sign probably.”","funny,humor",Humor
