,Quote,Genre,Category
70,"“No pain that we suffer, no trial that we experience is wasted. It ministers to our education, to the development of such qualities as patience, faith, fortitude and humility. All that we suffer and all that we endure, especially when we endure it patiently, builds up our characters, purifies our hearts, expands our souls, and makes us more tender and charitable, more worthy to be called the children of God . . . and it is through sorrow and suffering, toil and tribulation, that we gain the education that we come here to acquire and which will make us more like our Father and Mother in heaven.”","endurance,experience,faith,fortitude,humility,pain,patience,sorrow,suffering,trial",Faith
71,"“Faith is walking face-first and full-speed into the dark. If we truly knew all the answers in advance as to the meaning of life and the nature of God and the destiny of our souls, our belief would not be a leap of faith and it would not be a courageous act of humanity; it would just be... a prudent insurance policy.”",faith,Faith
72,"“The moment God is figured out with nice neat lines and definitions, we are no longer dealing with God.”","christian,faith,god,jesus,spirituality",Faith
73,"“When you get to the end of all the light you know and it's time to step into the darkness of the unknown, faith is knowing that one of two things shall happen: either you will be given something solid to stand on, or you will be taught how to fly.”","faith,light",Faith
74,“Work without love is slavery.”,"faith,love,work",Faith
75,“The most confused you will ever get is when you try to convince your heart and spirit of something your mind knows is a lie.”,"acceptance,actions,beliefs,common-sense,confusion,disbelief,evidence,faith,family,hoping,life-purpose,love,mixed-signals,obvious,outrage,proof,reality,religion,sorrow,timing,truth,unrequited-love",Faith
76,"“If we can just let go and trust that things will work out they way they're supposed to, without trying to control the outcome, then we can begin to enjoy the moment more fully. The joy of the freedom it brings becomes more pleasurable than the experience itself.”","experience,faith,joy,release,trust",Faith
77,“Faith consists in believing what reason cannot.”,"faith,reason",Faith
78,“Rejection is an opportunity for your selection.”,"adult,african-american-romance,angels,baby,bible,bible-study,business,childrens,christian-living,christian-romance,college,creativity,dark-fantasy,dating,economics,education,educational,entrepreneurship,ethics,explicit,faith,family,family-relationships,fantasy-romance,friendship,fun,funny,humorous-romance,jesus,leadership,love-story,management,marriage,meditation,motivational,nonfiction,paranormal-romance,parenting,personal-transformation,relationships,religion,romantic-comedy,romantic-suspense,self-esteem,self-help,sex,sexuality,sexy,spiritual-growth,spirituality,students,success,supernatural,teen,women,young-adult,young-adult-fantasy",Faith
79,“Faith is the bird that feels the light and sings when the dawn is still dark.”,"aspiration,assurance,faith,inspirational",Faith
80,"“As a well spent day brings happy sleep, so life well used brings happy death.”","faith,wisdom",Faith
81,“I believe in intuitions and inspirations...I sometimes FEEL that I am right. I do not KNOW that I am.”,"certainty,faith,intuition",Faith
82,"“Faith is universal. Our specific methods for understanding it are arbitrary. Some of us pray to Jesus, some of us go to Mecca, some of us study subatomic particles. In the end we are all just searching for truth, that which is greater than ourselves.”","faith,science",Faith
83,"“You were made by God and for God and until you understand that, life will never make sense.”","faith,life,religion",Faith
84,"“Believe there is a great power silently working all things for good, behave yourself and never mind the rest.”","christian-behavior,faith,inspirational",Faith
85,"“Dance. Smile. Giggle. Marvel. TRUST. HOPE. LOVE. WISH. BELIEVE. Most of all, enjoy every moment of the journey, and appreciate where you are at this moment instead of always focusing on how far you have to go.”","appreciation,attitude,believe,counting-your-blessings,dance,dancing,faith,faith-in-yourself,gratitude,happiness,happy-life,hope,journey-of-life,live-in-the-moment,living-a-happy-life,living-life-to-the-fullest,love,positive-thinking,seizing-the-day,smile,the-here-and-now,the-present,the-single-woman,trust,wish,your-journey",Faith
86,“Faith,faith,Faith
87,"“Yes, I understand why things had to happen this way. I understand his reason for causing me pain. But mere understanding does not chase away the hurt. It does not call upon the sun when dark clouds have loomed over me. Let the rain come then if it must come! And let it wash away the dust that hurt my eyes!”","breakup,broken,broken-heart,broken-hearted,broken-hearted-quotes,dating,faith,healing,heartache,heartbreak,heartbroken,hope,hurt,hurt-feelings,hurting,hurting-heart,inspirational,life,life-lessons,love,romance",Faith
88,"“You can't know, you can only believe - or not.”","faith,knowledge",Faith
89,"“About once or twice every month I engage in public debates with those whose pressing need it is to woo and to win the approval of supernatural beings. Very often, when I give my view that there is no supernatural dimension, and certainly not one that is only or especially available to the faithful, and that the natural world is wonderful enough—and even miraculous enough if you insist—I attract pitying looks and anxious questions. How, in that case, I am asked, do I find meaning and purpose in life? How does a mere and gross materialist, with no expectation of a life to come, decide what, if anything, is worth caring about?Depending on my mood, I sometimes but not always refrain from pointing out what a breathtakingly insulting and patronizing question this is. (It is on a par with the equally subtle inquiry: Since you don't believe in our god, what stops you from stealing and lying and raping and killing to your heart's content?) Just as the answer to the latter question is: self-respect and the desire for the respect of others—while in the meantime it is precisely those who think they have divine permission who are truly capable of any atrocity—so the answer to the first question falls into two parts. A life that partakes even a little of friendship, love, irony, humor, parenthood, literature, and music, and the chance to take part in battles for the liberation of others cannot be called 'meaningless' except if the person living it is also an existentialist and elects to call it so. It could be that all existence is a pointless joke, but it is not in fact possible to live one's everyday life as if this were so. Whereas if one sought to define meaninglessness and futility, the idea that a human life should be expended in the guilty, fearful, self-obsessed propitiation of supernatural nonentities… but there, there. Enough.”","afterlife,atheism,debate,ethics,existence,existentialism,faith,god,life,materialism,meaning-of-life,morality,naturalism,religion,respect,secular-ethics,self-respect,supernaturalism",Faith
90,"“There will always be someone willing to hurt you, put you down, gossip about you, belittle your accomplishments and judge your soul. It is a fact that we all must face. However, if you realize that God is a best friend that stands beside you when others cast stones you will never be afraid, never feel worthless and never feel alone.”","blessed,blown-off,confidence,cruel-people,cruelty,faith,fear,god-s-love,gossiped-about,hang-on,hurt,ignored,insecurity,jealousy,judgement,let-go,low-self-esteem,mean-people,move-on,name-calling,rejected,rumors,self-esteem,self-worth",Faith
91,"“There's a reason we refer to ""leaps of faith"" - because the decision to consent to any notion of divinity is a mighty jump from the rational over to the unknowable, and I don't care how diligently scholars of every religion will try to sit you down with their stacks of books and prove to you through scripture that their faith is indeed rational; it isn't. If faith were rational, it wouldn't be - by definition - faith. Faith is belief in what you cannot see or prove or touch. Faith is walking face-first and full-speed into the dark. If we truly knew all the answers in advance as to the meaning of life and the nature of God and the destiny of our souls, our belief would not be a leap of faith and it would not be a courageous act of humanity; it would just be... a prudent insurance policy.”",faith,Faith
92,“My soul is in the sky.”,"faith,literature,wisdom",Faith
93,"“there is a God, there always has been. I see him here, in the eyes of the people in this [hospital] corridor of desperation. This is the real house of God, this is where those who have lost God will find Him... there is a God, there has to be, and now I will pray, I will pray that He will forgive that I have neglected Him all of these years, forgive that I have betrayed, lied, and sinned with impunity only to turn to Him now in my hour of need. I pray that He is as merciful, benevolent, and gracious as His book says He is.”","faith,grace,mercy,prayer",Faith
94,"“God turns you from one feeling to another and teaches by means of opposites so that you will have two wings to fly, not one”","confusion,faith,inspirational,love",Faith
95,"“The chief beauty about timeis that you cannot waste it in advance.The next year, the next day, the next hour are lying ready for you,as perfect, as unspoiled,as if you had never wasted or misapplieda single moment in all your life.You can turn over a new leaf every hourif you choose.”","faith,hope,new-beginnings,new-day,time",Faith
96,"“No. Don't give up hope just yet. It's the last thing to go. When you have lost hope, you have lost everything. And when you think all is lost, when all is dire and bleak, there is always hope.”","faith,hope,inspirational,never-give-up",Faith
97,"“Prejudice, a dirty word, and faith, a clean one, have something in common: they both begin where reason ends.”","faith,prejudice,reason",Faith
98,“Doubt isn't the opposite of faith; it is an element of faith.”,"doubt,faith,inspiration,religion",Faith
99,“Define yourself radically as one beloved by God. This is the true self. Every other identity is illusion.”,"beloved,faith,god,identity,love,self",Faith
100,"“To one who has faith, no explanation is necessary. To one without faith, no explanation is possible.”","agnosticism,aquinas,atheism,faith",Faith
101,“I know of no society in human history that ever suffered because its people became too desirous of evidence in support of their core beliefs.”,"faith,skepticism",Faith
102,"“Sometimes when you lose your way, you find YOURSELF.”","bigger-picture,destination,destiny,faith,faith-in-yourself,find-yourself,finding-yourself,getting-lost,greater-calling,lessons,lose-your-way,losing-your-way,mistakes,positive-thinking,trusting-your-journey,wandering,wilderness,wrong-turn",Faith
103,"“Someday, after mastering the winds, the waves, the tides and gravity, we shall harness for God the energies of love, and then, for a second time in the history of the world, man will have discovered fire.”","faith,love,peace",Faith
104,"“You are never dedicated to something you have complete confidence in. No one is fanatically shouting that the sun is going to rise tomorrow. They know it's going to rise tomorrow. When people are fanatically dedicated to political or religious faiths or any other kinds of dogmas or goals, it's always because these dogmas or goals are in doubt.”","dedication,doubt,faith",Faith
105,“We have a choice. We have two options as human beings. We have a choice between conversation and war. That's it. Conversation and violence. And faith is a conversation stopper.”,"agnosticism,atheism,belief,ethics,faith,humanism,religion,spirituality",Faith
106,“Faith does not eliminate questions. But faith knows where to take them.”,"christian-living,faith",Faith
107,“Dogs have given us their absolute all. We are the center of their universe. We are the focus of their love and faith and trust. They serve us in return for scraps. It is without a doubt the best deal man has ever made. ”,"dogs,faith,love",Faith
108,"“When you walk to the edge of all the light you have and take that first step into the darkness of the unknown, you must believe that one of two things will happen. There will be something solid for you to stand upon or you will be taught to fly.”","darkness,faith,risk,unknown",Faith
109,"“Faith is a place of mystery, where we find the courage to believe in what we cannot see and the strength to let go of our fear of uncertainty.”",faith,Faith
110,“A bridge of silver wings stretches from the dead ashes of an unforgiving nightmareto the jeweled vision of a life started anew.”,"angel-poetry,bridges,faith,famous-quotes,famous-quotes-from-classic-books,healing,inspiration,inspiring-quotes,metaphysics,new-beginnings,new-year,perseverance,philosophy,poem-in-your-pocket-day,quotes-by-aberjhani,re-birth,rebirth,recovery,resurrection,spirituality,starting-over,visions,world-suicide-prevention-day",Faith
111,"“Realize that if a door closed, it’s because what was behind it wasn’t meant for you.”","closed-door,destiny,everything-happens-for-a-reason,faith,meant-to-be,new-beginnings,open-doors,opportunity,positive-thinking,purpose,the-end,trust,trusting-the-journey",Faith
